Company Name,Country,Industry,Website
Deutsche Börse,Germany,Finance,www.deutsche-boerse.com
Deutsche Messe AG,Germany,Trade Fairs,www.messe.de
Deutsche Pfandbriefbank,Germany,Banking,www.pfandbriefbank.com
Deutsche Post,Germany,Courier,www.dpdhl.com
Deutsche Vermögensberatung,Germany,Financial Services,dvag.com
Deutz AG,Germany,Mechanical Engineering,www.deutz.com
DHL Express,Germany,Express Logistics,www.dhl.com/en.html
Dieffenbacher,Germany,Machinery Manufacturing,dieffenbacher.com
Diehl Aerospace,Germany,Aerospace,www.diehl-aerospace.de
Diezel,Germany,Amplification,diezelamplification.com
Dornier Flugzeugwerke,Germany,Aviation Industry,www.airbus.com/
Douglas Holding,Germany,Retailing,"corporate.douglas.de, douglas.eu"
Dr. Oetker,Germany,Food Processing,oetker.com and oetker-gruppe.de
Drägerwerk,Germany,"Engineering, Medical Technology",www.draeger.com
Dresdner Bank,Germany,Financial Services,www.dresdner-bank.com (redirects to Commerzbank)
Dürr AG,Germany,Plant And Machinery Construction,www.durr-group.com
DVB Bank,Germany,Banking,www.dvbbank.com
E.ON,Germany,Electric Utility,www.eon.com
Edeka,Germany,Retail,edeka.de
ElringKlinger,Germany,"Automotive, Manufacturing",https://www.elringklinger.de/en
EnBW,Germany,Electric Utilities,www.enbw.com
Epcos,Germany,Electronics,www.epcos.de
E-Plus,Germany,Telecommunications,www.eplus-gruppe.de
Evonik Industries,Germany,Specialty Chemicals,www.evonik.com
Faber-Castell,Germany,Stationery,www.faber-castell.com
Ferrostaal,Germany,Industrial Services And Machinery Supply,ferrostaal.com
Festo,Germany,Automation,www.festo.com/group
Fissler,Germany,Cookware Manufacturer,www.fissler.com (in English)
Fond of Bags,Germany,Textile Industry,www.fondofbags.com
Ford Germany,Germany,Automotive,ford.de
Ford of Europe,Germany,Automotive,ford.eufordmedia.eu
Franz Haniel & Cie.,Germany,Conglomerate,www.haniel.de/en/
Fraport,Germany,Transportation,www.fraport.com
Freenet.de,Germany,Telecommunications,www.freenet-group.de
Fresenius (company),Germany,Health Care,www.fresenius.com
Fresenius Medical Care,Germany,Health Care,www.freseniusmedicalcare.com/en/home/
Freudenberg Group,Germany,Conglomerate,www.freudenberg.com
Frosta AG,Germany,"Food Processing, Foodservice",www.frosta-ag.com
Fuchs Petrolub,Germany,Chemicals,www.fuchs.com/group
GEA Group,Germany,Food Industry,www.gea.com
Gerresheimer,Germany,Manufacturing,www.gerresheimer.com
GfK AG,Germany,Market Research,www.gfk.com
Grundig,Germany,Home Appliances & Consumer Electronics,www.grundig.com
Hamburg Süd,Germany,Transport,www.hamburgsud.com
Hannover Re,Germany,Financial Services,www.hannover-re.com
Hapag-Lloyd,Germany,Marine Transportation Container Shipping,Hapag-Lloyd.com
Haribo,Germany,Confectionery,www.haribo.com
Heckler & Koch,Germany,Defense,heckler-koch.com
HeidelbergCement,Germany,Building Materials,www.heidelbergcement.com
Heidelberger Druckmaschinen,Germany,"Engineering, Manufacturing",www.heidelberg.com
Hella (company),Germany,Automotive Parts,www.hella.com
Henkel,Germany,Fmcg,www.henkel.com
Heraeus,Germany,Technology,www.heraeus.com
Herrenknecht,Germany,Heavy Equipmentgeotechnical Engineering,www.herrenknecht.com
Hochtief,Germany,Construction,www.hochtief.com
Hoechst AG,Germany,"Chemical, Pharmaceutical",www.hoechst.de/
Horváth & Partners,Germany,Management Consulting,www.horvath-partners.com
Howaldtswerke-Deutsche Werft,Germany,Shipbuilding,www.hdw.de
Hubert Burda Media,Germany,"Media, Publishing",www.burda.com
Hugo Boss,Germany,Clothingaccessories,www.hugoboss.com
HypoVereinsbank,Germany,Financial Services,hypovereinsbank.de
Hypo Real Estate,Germany,Financial Services,www.hyporealestate.com
IAV,Germany,Automotive Industry[1],IAV.com
Infineon Technologies,Germany,Semiconductors,www.infineon.com
J. A. Henckels,Germany,Kitchenware,www.zwilling.com
Jack Wolfskin,Germany,Outdoor Clothing Camping Equipment,jack-wolfskin.com
Jenoptik,Germany,Optoelectronics Engineering,www.jenoptik.com
Junkers (Aircraft),Germany,Aviation Industry,www.junkers.de
K+S,Germany,Chemicals,www.kpluss.com
Kärcher,Germany,Manufacturing Industry,www.kaercher.com
Kaufland,Germany,Retail,www.kaufland.com
Keimfarben,Germany,Construction Materials Industry,www.keimfarben.de www.keimpaints.co.uk www.keim.com
KfW,Germany,Financial Services,www.kfw.de
Klöckner & Co SE,Germany,Steel And Metal Distribution,www.kloeckner.com
Knorr-Bremse,Germany,Manufacturing,www.knorr-bremse.de/en
Koenig & Bauer,Germany,Printing Press Manufacturing,koenig-bauer.com
Körber,Germany,Mechanical Engineering,www.koerber.de
Krones,Germany,"Manufacturing, Systems Engineering",www.krones.com
KSB Company,Germany,Mechanical Engineering,ksb.com
KUKA,Germany,Automation,www.kuka.com
Lamy,Germany,Writing Implements,lamy.com
Lanxess,Germany,Chemicals,lanxess.com
Leica Camera,Germany,"Rangefinder Camera, Photography, Digital Imaging, Still Cameras, Slr Cameras, Dslr Cameras, Binoculars / Monoculars, Binocular Telescope, Laser Rangefinder Ophthalmic Lenses",leica-camera.com
Leoni AG,Germany,"Manufacturing, Engineering",www.leoni.com
Lidl,Germany,Retailing,lidl.com
Loewe (electronics),Germany,Consumer Electronics,loewe.tv
Lürssen,Germany,Shipbuilding,www.luerssen.de
Magirus,Germany,Automotive,www.magirusgroup.com
Magix,Germany,"Video, Music, Photo Software",www.magix.com/
Mahle GmbH,Germany,Automotive,www.mahle.com
MAN SE,Germany,"Manufacturing, Automotive Industry, Marine Engineering",corporate.man.eu
Mannesmann,Germany,Conglomerate,www.mannesmann.de/
Mast-Jägermeister,Germany,Beverages,www.jaegermeister.de
Meindl (company),Germany,Footwear,meindl.de
Meinl Percussion,Germany,Musical Instruments,meinlpercussion.com
Melitta,Germany,Retail Coffee,www.melitta-group.com
Mercedes-AMG,Germany,Automobile Manufacturingengine Manufacturing,www.mercedes-amg.com
Mercedes-Benz,Germany,Automotive,www.mercedes-benz.com
Merck KGaA,Germany,Chemicalspharmaceuticals,www.merckgroup.com
Metro AG,Germany,Retailing,metroag.de
Meyer Werft,Germany,Shipbuilding,www.meyerwerft.com
Miele,Germany,Home Appliance Industry,www.miele.com
Montblanc (company),Germany,Luxury Goods,www.montblanc.com
Munich Re,Germany,Financial Services,www.munichre.com
Nemetschek,Germany,"Architecture, Engineering, Construction, Multimedia",www.nemetschek.com
Nero AG,Germany,Software Development,Nero.com
Nordzucker,Germany,Food Processing,www.nordzucker.com
Opel,Germany,Automotive,opel.com
Orenstein & Koppel,Germany,Manufacturing,www.oundka.com/de/
Osram,Germany,Lighting,www.osram.com
Otto Bock,Germany,Orthopaedic,www.ottobock.com
PCC SE,Germany,"Chemicals, Logistics, Energy",www.pcc.eu
Penny (supermarket),Germany,Retail,www.penny.de
Philipp Holzmann,Germany,Construction,philipp-holzmann.de
Plus (supermarket),Germany,Food Retailing,plus-online.de
Porsche,Germany,Automotive,www.porsche.com
ProSiebenSat.1 Media,Germany,Mass Media,www.prosiebensat1.com
PTV AG,Germany,Computer Software,http://www.ptvgroup.com
Puma (brand),Germany,Footwearapparelaccessoriessports Equipment,www.puma.com
Putzmeister,Germany,"Design, Manufacture And Sales Concrete Pumps.",putzmeister.com
Reemtsma,Germany,Tobacco Industry,http://www.reemtsma.com/
REWE Group,Germany,Retailing,www.rewe-group.com
Rheinmetall,Germany,Defence,www.rheinmetall.com
Rheinmetall Automotive,Germany,First-Tier Auto Component Supplier,www.rheinmetall-automotive.com
Rimowa,Germany,Travel,rimowa.com
Ritter Sport,Germany,Foods,www.ritter-sport.com
Robert Bosch GmbH,Germany,Conglomerate,bosch.com
ROSE Bikes,Germany,Bicycle,http://www.rosebikes.com
RRI Rhein Ruhr International,Germany,"Construction, Engineering, Project Management",http://rri-gmbh.com/
RUF Automobile,Germany,Automotive,www.ruf-automobile.de
RWE,Germany,Electric Utility,rwe.com
Salzgitter AG,Germany,Steel,www.salzgitter-ag.de
SAP SE,Germany,Enterprise Software,www.sap.com
Schaeffler Group,Germany,"Automotive, Aerospace, Industrial",www.schaeffler.com
Schaller Guitarenparts,Germany,Musical Instrument Hardware,schaller.info
Schering AG,Germany,Pharmaceutical,http://pharma.bayer.com
Schott AG,Germany,Glass,schott.com
Schwan-Stabilo,Germany,Stationerysports Equipment,schwan-stabilo.com
Schwind eye tech solutions,Germany,Medical Technology,eye-tech-solutions.com
Seca GmbH,Germany,Biomedical Engineering And Life Science,http://www.seca.com
Sennheiser,Germany,Audio Electronics,sennheiser.com
Severin Elektro,Germany,Electronics,www.severin.com
SEW Eurodrive,Germany,Drive Automation,www.sew-eurodrive.com
SGL Carbon,Germany,Chemicals,www.sglcarbon.com
Siemens,Germany,Conglomerate,www.siemens.com
SIG Sauer,Germany,"Manufacturing, Arms Industry",SIG SAUER GmbH & Co.KG
Smart (marque),Germany,Automotive,smart.com
Software AG,Germany,Computer Software,www.softwareag.com
SolarWorld,Germany,Photovoltaics,www.solarworld.com
Sonor,Germany,Musical Instruments,sonor.com
Sortimo,Germany,In-Vehicle Equipment,http://www.sortimo.com
Staedtler,Germany,Stationery,staedtler.com
Stihl,Germany,"Forestry Equipment, Landscape Maintenance",Stihl.com
Südzucker,Germany,Food Processing,www.suedzucker.de/en/
Symrise,Germany,Chemicals,www.symrise.com
Tchibo,Germany,Food Industry,www.tchibo.com
Telefunken,Germany,Electrical Industry,telefunken.com
Tengelmann Group,Germany,Retail,tengelmann.de/en/
Tente International,Germany,Manufacturer Of Castors,www.tente.com www.tente.co.uk www.tente.us www.tentecasters.ca www.tente.pl
Tetra (company),Germany,Fishkeeping,www.tetra-fish.com
The Linde Group,Germany,Chemicals,www.lindeplc.com
ThyssenKrupp,Germany,Conglomerate,www.thyssenkrupp.com
Trivago,Germany,"Travel, Hotel, Information Technology, Marketing",trivago.com
Trumpf,Germany,Industrial Manufacturing,trumpf.com
T-Systems,Germany,It Servicesit Consulting,www.t-systems.com
TUI Group,Germany,"Hospitality, Tourism",www.tuigroup.com
Ulla Popken,Germany,Clothing,www.ullapopken.de/
Ultrasone,Germany,"Audio Electronics, Consumer Electronics",www.ultrasone.com
United Internet,Germany,Telecommunications,www.united-internet.com
VAUDE,Germany,"Mountaineering Equipment, Sporting Goods, Outdoor Clothing, Camping Equipment",www.vaude.com
Vector Informatik,Germany,Software,vector.com
Viessmann,Germany,"Heating, Industrial, And Refrigeration Systems",www.viessmann.com
Villeroy & Boch,Germany,Ceramics,www.villeroy-boch.com
Voith,Germany,"Industrial Machinery, Automotive Industry,Mechanical Engineering",Voith.com
Volkswagen Group,Germany,Automotive,volkswagenag.com
Volkswagen,Germany,Automotive,vw.com
Vonovia,Germany,Real Estate,vonovia.de
Vossloh,Germany,Rail Infrastructure,vossloh.com
Wacker Chemie,Germany,Chemicals,www.wacker.com
Wacker Neuson,Germany,Construction Equipment,www.wackerneusongroup.com
Wella,Germany,Consumer Goods,wella.com
Wera Tools,Germany,Hand Tools,toolrebels.de/en
Wintershall,Germany,"Petroleum Industry, Gas Industry",www.wintershall.com
Wirecard,Germany,Financial Servicespayment Processortechnology,www.wirecard.com
Wittenstein,Germany,"Engineering, Electronics, Simulation Technology",www.wittenstein.de/en-en/
Wortmann,Germany,Electronics,wortmann.de
Würth,Germany,"Fasteners, Chemicals, Safety Products, Tools, Inventory Management",wurth.com
Wüsthof,Germany,Kitchenware,wuesthof.com
ZF Friedrichshafen,Germany,"Engineering & Manufacturing:Automotive Industry (Car And Cv),Rail Transport,Marine Engineering,Aviation",ZF.com
Ziehl-Abegg,Germany,"Electrotechnology, Automotive",http://www.ziehl-abegg.com
Agricultural Development Bank of Ghana,Ghana,Finance,agricbank.com
Aluworks,Ghana,Aluminium,www.aluworks.com
Ayrton Drugs,Ghana,Pharmaceuticals,https://ayrtondrug.com
Bank of Africa Ghana Limited,Ghana,Financial Services,www.boaghana.com
British American Tobacco Ghana,Ghana,Tobacco,www.bat.com
Camelot Ghana,Ghana,Printing,www.camelotprint.com
Capital Bank (Ghana),Ghana,"Private Banking, Retail Banking, Asset Management, Investment Banking, Financial Services",www.capitalbankghana.com
Clydestone Ghana,Ghana,Information Technology,www.clydestone.com
Cocoa Processing Company,Ghana,Manufacturing,www.goldentreeghana.com
Ghana Broadcasting Corporation,Ghana,Mass Media,gbcghanaonline.com/
Ghana National Petroleum Corporation,Ghana,Oil And Gas Industry,www.gnpcghana.com
Ghana News Agency,Ghana,News,ghananewsagency.org
Ghana Oil Company,Ghana,Oil And Gas,www.goil.com.gh
GN Bank,Ghana,"Private Banking, National Development Banking, Asset Management, Investment Banking, Financial Services",www.gnbankghana.com
Golden Web (company),Ghana,Food,goldenwebgh.com
Home Finance Company,Ghana,Financial Services,www.republicghana.com
Mechanical Lloyd,Ghana,Automotive Industry,www.mechanical-lloyd.com
National Investment Bank,Ghana,Financial Services,www.nib-ghana.com
Produce Buying Company,Ghana,Buying Of Cocoa Beans,www.pbcgh.com
Sam-Woode Limited,Ghana,Publishing,samwoode.com
SIC Insurance Company,Ghana,Insurance,www.sic-gh.com
Societe Generale Ghana,Ghana,Financial Services,societegenerale.com.gh
Star Africa Commodities & Minerals Limited,Ghana,"Oil And Gas, Equity Holdings: Mining And Agriculture",www.star-af.com
Suretrack Contracts Services,Ghana,"Construction, Civil Engineering",www.suretrackservices.com
Transol Solutions Ghana,Ghana,Electronics,www.transolghana.com
Unilever Ghana,Ghana,Consumer Goods,www.unilever.com
Universal Merchant Bank,Ghana,Financial,www.myumbbank.com
Vodafone Ghana,Ghana,Telecommunication,vodafone.com.gh
Aegean Marine Petroleum Network Inc.,Greece,Petroleum Industry,minervabunkering.com
Alfa-Beta Vassilopoulos,Greece,Retail (Grocery),http://www.ab.gr/
Alpha Bank,Greece,Financial Services,www.alpha.gr
ALUMIL Aluminium Industry S.A,Greece,"Metals, Manufacturing",www.alumil.com
Aluminium of Greece,Greece,Aluminium Industry,www.alhellas.gr
ANEK Lines,Greece,Shippingtransport,www.anek.gr
Arcadia Shipmanagement,Greece,"Shipping, Petroleum",www.arcadiasm.gr
Archirodon,Greece,"Construction, Marine Services,Oil & Gas",http://www.archirodon.net
Atcom,Greece,"Software & Programming, Content Management, Digital Transformation, Consulting, Cloud Infrastructure[1]",www.atcom.gr
Athens International Airport S.A.,Greece,Transportation,www.aia.gr
Athens-Macedonian News Agency,Greece,News Agency,www.amna.gr
Athens Mass Transit System,Greece,Public Transport,OASA.gr
Attica Bank,Greece,Financial Services,www.atticabank.gr
Attica Group,Greece,Shippingtransport,http://www.attica-group.com
Avin International,Greece,Shipping,www.avin.gr
Beat (company),Greece,"Transportation Networking, Apps, Etaxi, Ride-Hailing",thebeat.co
Berios,Greece,Civil Engineeringconstructionproject Management,berios.com
Blueground,Greece,"Hospitality, Property Management",theblueground.com
Chalkis Shipyards (Aulida),Greece,Shipbuilding,www.chalkis-shipyards.gr
Chipita,Greece,Food,chipita.com
Coca-Cola Hellenic Bottling Company,Greece,Food Industry,coca-colahellenic.com
Coffee Island,Greece,Food And Beverage,https://www.coffeeisland.gr/en/
Consolidated Contractors Company,Greece,"Oil And Gas; Heavy Civil Engineering; Air, Water, And Effluent Systems",http://www.ccc.gr
Cosmote,Greece,Telecommunications,www.cosmote.gr www.whatsup.gr
Costamare,Greece,Shipping,www.costamare.com
Danaos Management Consultants,Greece,Software,www.danaos.com/home/default.aspx
DEPA,Greece,Natural Gas,www.depa.gr
DESFA,Greece,Oil And Gas,www.desfa.gr
DryShips Inc,Greece,Shipping,http://www.dryships.com/
EAS (weapons),Greece,Defence,www.eas.gr
Elefsis Shipyards,Greece,Shipbuilding,www.elefsis-shipyards.gr
ELFE,Greece,Chemical,www.hellagrolip.com/
Ellaktor,Greece,"Construction, Concessions, Environment, Renewable Energy Sources, Real Estate Development & Services",www.ellaktor.com
Energean Oil & Gas,Greece,Oil And Gas,www.energean.com
ETEM,Greece,Aluminium,http://www.etem.com/
Eurobank Ergasias,Greece,Financial Services,www.eurobank.gr
EYDAP,Greece,Water Industry,www.eydap.gr/en
Flocafé,Greece,Food And Beverage,http://www.flocafe.gr/?lang=en
Finos Film,Greece,Film,www.finosfilm.gr
Folli Follie,Greece,Luxury Goods Manufacture And Retail,follifolliegroup.com
Forthnet,Greece,Telecommunications,www.nova.gr
Frigoglass,Greece,Industrial,www.frigoglass.com
GEK Terna,Greece,"Construction, Energy",www.gekterna.com
Germanos Group,Greece,"Retail, Manufacturing",http://www.germanos.gr
Goody's Burger House (restaurant),Greece,Food And Beverage,www.goodys.gr
Grecotel,Greece,Hospitality,www.grecotel.com
Haitoglou Bros,Greece,Food Processing,www.haifoods.com
Halyvourgiki Hellenic Steel Industry S.A.,Greece,"Metals, Manufacturing",www.halyvourgiki.com
Hellas Sat,Greece,Communications Satellite,www.hellas-sat.net
Hellenic Aerospace Industry,Greece,Aerospacedefencetelecommunications,www.haicorp.com
Hellenic Duty Free Shops,Greece,Travel Retail,www.dutyfreeshops.gr
Hellenic Post,Greece,"Postal Services, Courier",www.elta.gr
Hellenic Railways Organisation,Greece,Rail Transport,www.ose.gr/en/
Hellenic Republic Asset Development Fund,Greece,Asset Management,www.hradf.com
Hellenic Shipyards Co.,Greece,Shipbuilding,www.hellenic-shipyards.gr
Hellenic Sugar Industry,Greece,"Food And Beverages, Manufacturing",www.ebz.gr (in Greek)
Hellenic Vehicle Industry,Greece,Automotive,www.elvo.gr
Heracles General Cement,Greece,Building Materials,www.lafarge.gr
Heron S.A.,Greece,Electricity,www.heron.gr
IMC Technologies,Greece,"Knowledge Management, Big Data Analytics",www.imc.com.gr
InternetQ,Greece,Mobile Marketing And Entertainment,www.internetq.com
Intracom,Greece,Telecommunications,www.intracom.com
Intralot,Greece,Gambling,Intralot.com
Investment Bank of Greece,Greece,Financial Services,www.optimabank.gr
Ionian Group,Greece,Shipping,levanteferries.com
Kefalonian Lines,Greece,Shipping,kefalonianlines.com
IQsoft,Greece,Cad/Cam Software,www.iqsoft.gr
Jumbo S.A.,Greece,Retail,https://www.e-jumbo.gr/
Karelia Fine Tobaccos,Greece,Tobacco,www.karelia.gr
Kefalonian Lines,Greece,Shipping,kefalonianlines.com
Kotsovolos,Greece,Retail,http://www.kotsovolos.gr/site/
